ID,시설명,종교,카테고리,상품명칭,가격(만원),가격(원),가격유형,주변문구(요약)
40,"영락공원묘원",유교,기타,"62-266-8170 ｜ 영","2012만원",20120000,테이블정가,"62-266-8170 ｜ 영락공원사무실 062-572-1701 copyrights (c) ..."
42,"별그리다(THE HILL)",일반/무교,관리비,"구분	종류	비고","500만원",5000000,분양가,"구분 종류 비고 전용면적 10m2(단장형) 관리비,작업비는 별도입니다. 토지사용료 계약금 ..."
42,"별그리다(THE HILL)",일반/무교,묘지,".","540만원",5400000,분양가,". 토지사용료 계약금 500만원 잔 금 500만원 소 계 1,000만원 석물설치공사비 1,..."
42,"별그리다(THE HILL)",일반/무교,기타,"3m2	5.0m2	10m2(","750만원",7500000,분양가,"3m2 5.0m2 10m2(단장형) 15m2(합장형) 토지사용료 계약금 - - 500만원 ..."
42,"별그리다(THE HILL)",일반/무교,기타,"잔 금	500만원	750만원","980만원",9800000,분양가,"잔 금 500만원 750만원 소 계 1,000만원 1,500만원 석물설치공사비 - - 1,..."
42,"별그리다(THE HILL)",일반/무교,기타,"750만원","630만원",6300000,분양가,"750만원 소 계 1,000만원 1,500만원 석물설치공사비 - - 1,980만원~ 3,6..."
42,"별그리다(THE HILL)",일반/무교,기타,"1,000만원	1,500만원","350만원",3500000,분양가,"1,000만원 1,500만원 석물설치공사비 - - 1,980만원~ 3,630만원~ 계 1,..."
42,"별그리다(THE HILL)",일반/무교,기타,"80만원~	3,630만원~","130만원",1300000,분양가,"80만원~ 3,630만원~ 계 1,350만원 1,690~2,020만원 2,980만원~ 5,..."
42,"별그리다(THE HILL)",일반/무교,기타,"용면적	3.3m2	5.0m2","300만원",3000000,분양가,"용면적 3.3m2 5.0m2 10m2(단장형) 15m2(합장형) 토지사용료 계약금 - - ..."
42,"별그리다(THE HILL)",일반/무교,기타,"m2	5.0m2	10m2(단","450만원",4500000,분양가,"m2 5.0m2 10m2(단장형) 15m2(합장형) 토지사용료 계약금 - - 300만원~ ..."
42,"별그리다(THE HILL)",일반/무교,기타,"10m2(단장형)	15m2(","470만원",4700000,분양가,"10m2(단장형) 15m2(합장형) 토지사용료 계약금 - - 300만원~ 450만원 잔금 ..."
42,"별그리다(THE HILL)",일반/무교,기타,"형)	15m2(합장형)","705만원",7050000,분양가,"형) 15m2(합장형) 토지사용료 계약금 - - 300만원~ 450만원 잔금 470만원~ ..."
42,"별그리다(THE HILL)",일반/무교,기타,"장형)","770만원",7700000,분양가,"장형) 토지사용료 계약금 - - 300만원~ 450만원 잔금 470만원~ 705만원 소계 ..."
42,"별그리다(THE HILL)",일반/무교,기타,"계약금	-	-	300만원~","155만원",1550000,분양가,"계약금 - - 300만원~ 450만원 잔금 470만원~ 705만원 소계 770만원~ 1,1..."
42,"별그리다(THE HILL)",일반/무교,기타,"770만원~	1,155만원","250만원",2500000,분양가,"770만원~ 1,155만원 석물설치공사비 - - 1,540만원~ 1,980만원~ 계 1,2..."
42,"별그리다(THE HILL)",일반/무교,기타,"설치공사비	-	-	1,540","100만원",1000000,분양가,"설치공사비 - - 1,540만원~ 1,980만원~ 계 1,250만원 1,540만원~ 23,..."
44,"(재)한남공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
46,"동화경모공원(묘지)",유교,기타,"0-0555","260만원",2600000,분양가,"0-0555 운영시간 : am 9:00 ~ pm 16:00 분양가 단 개인단 부부단 7단 ..."
46,"동화경모공원(묘지)",유교,기타,"운영시간 : am 9:00","490만원",4900000,분양가,"운영시간 : am 9:00 ~ pm 16:00 분양가 단 개인단 부부단 7단 260만원 4..."
46,"동화경모공원(묘지)",유교,기타,":00 ~ pm 16:00","290만원",2900000,분양가,":00 ~ pm 16:00 분양가 단 개인단 부부단 7단 260만원 490만원 6단 5단 ..."
46,"동화경모공원(묘지)",유교,기타,"pm 16:00","550만원",5500000,분양가,"pm 16:00 분양가 단 개인단 부부단 7단 260만원 490만원 6단 5단 290만원 ..."
46,"동화경모공원(묘지)",유교,기타,"개인단	부부단","230만원",2300000,분양가,"개인단 부부단 7단 260만원 490만원 6단 5단 290만원 550만원 4단 3단 2단 ..."
46,"동화경모공원(묘지)",유교,기타,"단","430만원",4300000,분양가,"단 7단 260만원 490만원 6단 5단 290만원 550만원 4단 3단 2단 230만원 ..."
46,"동화경모공원(묘지)",유교,봉안당,"후 60년 (단 장사 등에","180만원",1800000,분양가,"후 60년 (단 장사 등에 관한 법률 개정 시 이에 따름) 분양금 - 하(1,2단) : 1..."
46,"동화경모공원(묘지)",유교,봉안당,"률 개정 시 이에 따름)","220만원",2200000,분양가,"률 개정 시 이에 따름) 분양금 - 하(1,2단) : 180만원 - 중(3,4,5단) : ..."
46,"동화경모공원(묘지)",유교,봉안당,"- 하(1,2단) : 180","200만원",2000000,분양가,"- 하(1,2단) : 180만원 - 중(3,4,5단) : 220만원 - 상(6,7단) : ..."
47,"양양군공설묘원",일반/무교,기타,"세무회계과	1천만원이상 공사","500만원",5000000,분양가,"세무회계과 1천만원이상 공사, 용역, 물품 발주계획 수시 수시 홈페이지 공개 세무회계과 5..."
50,"광주공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
51,"영모묘원",불교,묘지,"대원전 2층에 모실 경우에만","600만원",6000000,테이블정가,"대원전 2층에 모실 경우에만 작성) 입묘(봉안) 및 관리비 묘지의 경우 10년 관리비 60..."
51,"영모묘원",불교,묘지,"작성)","700만원",7000000,테이블정가,"작성) 입묘(봉안) 및 관리비 묘지의 경우 10년 관리비 600,000원 입묘 인건비 70..."
51,"영모묘원",불교,묘지,") 및 관리비","500만원",5000000,테이블정가,") 및 관리비 묘지의 경우 10년 관리비 600,000원 입묘 인건비 700,000원(화장..."
51,"영모묘원",불교,관리비,"관리비	600,000원","200만원",2000000,테이블정가,"관리비 600,000원 입묘 인건비 700,000원(화장500,000원) 석 관(선택) 2..."
51,"영모묘원",불교,봉안당,"000원(화장500,000원","250만원",2500000,테이블정가,"000원(화장500,000원) 석 관(선택) 200,000원 비석 200,000원(합장비석..."
51,"영모묘원",불교,기타,"안에 설치됩니다.","835만원",8350000,테이블정가,"안에 설치됩니다. 식사 영모묘원 주변 단체식사 가능 한 식당 안내합니다. 전원가든 063)..."
51,"영모묘원",불교,기타,"치됩니다.","0150만원",1500000,테이블정가,"치됩니다. 식사 영모묘원 주변 단체식사 가능 한 식당 안내합니다. 전원가든 063)835-..."
51,"영모묘원",불교,기타,"주변 단체식사 가능 한 식당","834만원",8340000,테이블정가,"주변 단체식사 가능 한 식당 안내합니다. 전원가든 063)835-0150 사은가든 063)..."
51,"영모묘원",불교,기타,"체식사 가능 한 식당 안내합","4044만원",40440000,테이블정가,"체식사 가능 한 식당 안내합니다. 전원가든 063)835-0150 사은가든 063)834-..."
51,"영모묘원",불교,기타,"전원가든 063)835-01","9292만원",92920000,테이블정가,"전원가든 063)835-0150 사은가든 063)834-4044 숲속애소 063)835-9..."
51,"영모묘원",불교,기타,"835-0150 사은가든 0","2024만원",20240000,테이블정가,"835-0150 사은가든 063)834-4044 숲속애소 063)835-9292 공지사항 ..."
51,"영모묘원",불교,기타,"동특별천도재 안내드립니다","2023만원",20230000,테이블정가,"동특별천도재 안내드립니다 04-04 홈페이지 개편과정에 대한 사과말씀 올립니다 11-19 ..."
51,"영모묘원",불교,기타,"정에 대한 사과말씀 올립니다","2022만원",20220000,테이블정가,"정에 대한 사과말씀 올립니다 11-19 2023년 영모묘원 합동특별천도재 알림 10-27 ..."
51,"영모묘원",불교,기타,"22년 추석날(음8.15)","107만원",1070000,테이블정가,"22년 추석날(음8.15) 선조 및 가족 향례 예정 10-27 영모묘원 추석 합동향례 원기..."
51,"영모묘원",불교,봉안당,"원기107년9월5일","2025만원",20250000,테이블정가,"원기107년9월5일 10-27 원기107년(2022년) 영모묘원 합동 천도재 10-27 2..."
51,"영모묘원",불교,봉안당,"묘원 합동특별천도재 안내드립","836만원",8360000,테이블정가,"묘원 합동특별천도재 안내드립니다 03-28 봉안에 대해 지금 바로 문의하세요~ 063-83..."
51,"영모묘원",불교,봉안당,"동특별천도재 안내드립니다","4311만원",43110000,테이블정가,"동특별천도재 안내드립니다 03-28 봉안에 대해 지금 바로 문의하세요~ 063-836-43..."
51,"영모묘원",불교,기타,"063-836-4311","173만원",1730000,테이블정가,"063-836-4311 (재)영모묘원 주소 : [54575] 전북 익산시 왕궁면 호반로 1..."
51,"영모묘원",불교,기타,"5(왕궁면 동봉리) 전화 :","403만원",4030000,테이블정가,"5(왕궁면 동봉리) 전화 : 063-836-4311 운영자 : 박두용 사업자 등록번호 : ..."
52,"칠량자연공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
53,"(재)봉황공원묘지",일반/무교,-,정보 없음,-,0,-,텍스트 없음
54,"(재)우성공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
56,"(재)용인공원(묘지)",일반/무교,기타,"묘를 개장한 후, 정성스럽고","150만원",1500000,분양가,"묘를 개장한 후, 정성스럽고 세심하게 유골을 수습하여 가족에게 인계해 드립니다. 이장비 1..."
56,"(재)용인공원(묘지)",일반/무교,기타,"과 그리움을 담은 글귀를 포","200만원",2000000,분양가,"과 그리움을 담은 글귀를 포토 각인 추모조형물에 담아 제작해 드리는 서비스입니다. 컬러 2..."
57,"함안군공설추모공원",유교,-,정보 없음,-,0,-,텍스트 없음
58,"(재)경주공원묘원",기독교,-,정보 없음,-,0,-,텍스트 없음
59,"남한강공원묘원",일반/무교,-,정보 없음,-,0,-,텍스트 없음
60,"(재)조양공원",기독교,-,정보 없음,-,0,-,텍스트 없음
