넘버,이름,사용료 항목,사용료 내역,요금
740,광림공원주식회사(동산추모공원),가족봉안묘(12위형),"대지사용료(7단지 기준, 단지별 사용료 변동)","7,359,000 원"
740,광림공원주식회사(동산추모공원),가족봉안묘(12위형),"석물(고급형 기준,석물종류에 따라 가격 변동)","12,813,000 원"
740,광림공원주식회사(동산추모공원),가족봉안묘(16위형),"대지사용료(7단지 기준, 단지별 사용료 변동)","11,350,000 원"
740,광림공원주식회사(동산추모공원),가족봉안묘(16위형),"석물(고급형 기준,석물종류에 따라 가격 변동)","13,921,000 원"
740,광림공원주식회사(동산추모공원),가족봉안묘(24위형),"대지사용료(7단지 기준, 단지별 사용료 변동)","11,350,000 원"
740,광림공원주식회사(동산추모공원),가족봉안묘(24위형),"석물(고급형 기준,석물종류에 따라 가격 변동)","15,511,000 원"
740,광림공원주식회사(동산추모공원),가족평장묘(8위형),"대지사용료(7단지 기준, 단지별 사용료 변동)","8,108,000 원"
740,광림공원주식회사(동산추모공원),가족평장묘(8위형),석물,"8,679,000 원"
740,광림공원주식회사(동산추모공원),가족평장묘(12위형),"대지사용료(7단지 기준, 단지별 사용료 변동)","11,350,000 원"
740,광림공원주식회사(동산추모공원),가족평장묘(12위형),석물,"12,509,000 원"
740,광림공원주식회사(동산추모공원),혼합묘(합장+16위형),"대지사용료(5단지 기준, 단지별 사용료 변동)","15,288,000 원"
740,광림공원주식회사(동산추모공원),혼합묘(합장+16위형),석물,"13,911,000 원"
740,광림공원주식회사(동산추모공원),봉안담(1위형),"사용료+석물(2,900,000원-6,800,000원)","2,900,000 원"
740,광림공원주식회사(동산추모공원),봉안담(2위형),"사용료+석물(4,200,000원-9,900,000원)","4,200,000 원"
740,광림공원주식회사(동산추모공원),수목장 부부형,사용료+추모목 등 기타비용,"7,781,000 원"
740,광림공원주식회사(동산추모공원),수목장 가족형(6위),사용료+추모목 등 기타비용,"14,500,000 원"
740,광림공원주식회사(동산추모공원),수목장 가족형(12위),사용료+추모목 등 기타비용,"22,582,000 원"
741,예산군추모공원,단장묘 사용료,예산군에 계속 3년이상 주민등록이 되어 있는 자,"1,419,000 원"
741,예산군추모공원,단장묘 사용료,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","3,618,000 원"
741,예산군추모공원,단장묘 관리비,예산군에 계속 3년이상 주민등록이 되어 있는 자,"552,000 원"
741,예산군추모공원,단장묘 관리비,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","1,407,000 원"
741,예산군추모공원,단장묘 관리비,예산군 이외 사용자,"2,623,000 원"
741,예산군추모공원,단장묘 조경비,예산군에 계속 3년이상 주민등록이 되어 있는 자,"30,000 원"
741,예산군추모공원,단장묘 조경비,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","30,000 원"
741,예산군추모공원,단장묘 기타비용,예산군에 계속 3년이상 주민등록이 되어 있는 자,"2,050,000 원"
741,예산군추모공원,단장묘 기타비용,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","2,050,000 원"
741,예산군추모공원,1회차1구 사용료,예산군에 계속 3년이상 주민등록이 되어 있는 자,"2,394,000 원"
741,예산군추모공원,1회차1구 사용료,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","6,103,000 원"
741,예산군추모공원,1회차1구 관리비,예산군에 계속 3년이상 주민등록이 되어 있는 자,"930,000 원"
741,예산군추모공원,1회차1구 관리비,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","2,371,000 원"
741,예산군추모공원,1회차1구 관리비,예산군 이외 사용자,"3,831,000 원"
741,예산군추모공원,1회차1구 조경비,예산군에 계속 3년이상 주민등록이 되어 있는 자,"30,000 원"
741,예산군추모공원,1회차1구 조경비,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","30,000 원"
741,예산군추모공원,1회차1구 기타비용,예산군에 계속 3년이상 주민등록이 되어 있는 자,"2,215,000 원"
741,예산군추모공원,1회차1구 기타비용,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","2,215,000 원"
741,예산군추모공원,1회차2구 사용료,예산군에 계속 3년이상 주민등록이 되어 있는 자,"2,394,000 원"
741,예산군추모공원,1회차2구 사용료,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","6,103,000 원"
741,예산군추모공원,1회차2구 관리비,예산군에 계속 3년이상 주민등록이 되어 있는 자,"930,000 원"
741,예산군추모공원,1회차2구 관리비,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","2,371,000 원"
741,예산군추모공원,1회차2구 관리비,예산군 이외 사용자,"3,831,000 원"
741,예산군추모공원,1회차2구 조경비,예산군에 계속 3년이상 주민등록이 되어 있는 자,"30,000 원"
741,예산군추모공원,1회차2구 조경비,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","30,000 원"
741,예산군추모공원,1회차2구 기타비용,예산군에 계속 3년이상 주민등록이 되어 있는 자,"2,290,000 원"
741,예산군추모공원,1회차2구 기타비용,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","2,290,000 원"
741,예산군추모공원,2회차 1구 기타비용,,"715,000 원"
741,예산군추모공원,가족봉안묘 사용료,예산군에 계속 3년이상 주민등록이 되어 있는 자,"2,394,000 원"
741,예산군추모공원,가족봉안묘 사용료,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","7,180,000 원"
741,예산군추모공원,가족봉안묘 사용료,예산군 이외 사용자,"9,481,000 원"
741,예산군추모공원,가족봉안묘 관리비,예산군에 계속 3년이상 주민등록이 되어 있는 자,"930,000 원"
741,예산군추모공원,가족봉안묘 관리비,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","2,790,000 원"
741,예산군추모공원,가족봉안묘 관리비,예산군 이외 사용자,"3,879,000 원"
741,예산군추모공원,가족봉안묘 조경비,예산군에 계속 3년이상 주민등록이 되어 있는 자,"30,000 원"
741,예산군추모공원,가족봉안묘 조경비,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","30,000 원"
741,예산군추모공원,가족봉안묘 조경비,예산군 이외 사용자,"30,000 원"
741,예산군추모공원,가족봉안묘 기타비용,예산군에 계속 3년이상 주민등록이 되어 있는 자,"5,460,000 원"
741,예산군추모공원,가족봉안묘 기타비용,"예산군 6월이상 3년미만 주민등록이 되어 있는자, 6월이상 등록기준지가 되어 있는자","5,460,000 원"
741,예산군추모공원,가족봉안묘 기타비용,예산군 이외 사용자,"5,460,000 원"
742,신불산공원묘원,묘지 임대사용료,1평 기준,"618,000 원"
742,신불산공원묘원,묘지 공동관리비,1평/1년 기준,"13,400 원"
742,신불산공원묘원,봉분작업비,흙 운반 및 봉분 작업비용,"500,000 원"
742,신불산공원묘원,평토작업비,평토 및 바닥 다지기 작업비용/1평 기준,"100,000 원"
742,신불산공원묘원,재봉작업,"1.5평, 사각묘테석 봉분","400,000 원"
742,신불산공원묘원,재봉작업,"3.0평, 타원묘테석 봉분","450,000 원"
742,신불산공원묘원,개장정리비,개장 후 원상복구 작업비용,"300,000 원"
743,대지공원묘원,묘지사용료,3.3㎡ / 평,"1,200,000 원"
743,대지공원묘원,묘지관리비,3.3㎡ / 평 / 년,"17,000 원"
744,선산공원묘원,묘지사용료,영구사용계약,"1,500,000 원"
744,선산공원묘원,묘지사용료,영구사용계약(전체묘역의 10%),"2,500,000 원"
744,선산공원묘원,묘지사용료,영구사용계약(전체묘역의 7%),"3,000,000 원"
744,선산공원묘원,묘지사용료,영구사용계약(전체묘역의 3%),"5,000,000 원"
744,선산공원묘원,묘지관리비,평당 관리비(년납),"13,000 원"
744,선산공원묘원,묘지관리비,평당 관리비(영구납)60년납 기준,"780,000 원"
744,선산공원묘원,분묘설치비,"3평묘 (합장시 500,000 추가부담)","1,300,000 원"
744,선산공원묘원,분묘설치비,"4평묘 (합장시 500,000 추가부담)","1,500,000 원"
744,선산공원묘원,분묘설치비,"5평묘 (합장시 500,000 추가부담)","1,700,000 원"
744,선산공원묘원,납골묘 장례비,매장식 (1위기준),"430,000 원"
744,선산공원묘원,납골묘 장례비,안치식 (1위기준),"300,000 원"
744,선산공원묘원,자연장 장례비,화초장 (1위기준 연산홍 10주포함),"1,200,000 원"
744,선산공원묘원,자연장 장례비,잔디장 (1위기준),"1,000,000 원"
744,선산공원묘원,자연장 장례비,산골장 (1위기준),"600,000 원"
744,선산공원묘원,선산납골당 사용료,유연고/30년,"1,000,000 원"
744,선산공원묘원,선산납골당 사용료,무연고/10년,"300,000 원"
744,선산공원묘원,석물비,"기본형set (비석,상석,향로석,화병1)","1,000,000 원"
744,선산공원묘원,석물비,"A형둘레석(영주석,수연마,단분형)","2,300,000 원"
744,선산공원묘원,석물비,"A형둘레석(영주석,수연마,합장형)","2,500,000 원"
744,선산공원묘원,석물비,"B형둘레석(영주석,수연마)","1,500,000 원"
744,선산공원묘원,석물비,"C형둘레석(영주석,수연마)","1,300,000 원"
744,선산공원묘원,석물비,"상석(90cm,영주석,수연마,고급향로석)","1,000,000 원"
744,선산공원묘원,석물비,"비석(90cm,오석,수연마)","600,000 원"
744,선산공원묘원,석물비,"석등(치등롱1쌍,영주석,수연마)","1,000,000 원"
744,선산공원묘원,석물비,"경계석(1M,영주석,무광)","75,000 원"
744,선산공원묘원,석물비,"화병(고급형,수연마)","100,000 원"
744,선산공원묘원,석물비,해미석(1Kg),"35,000 원"
744,선산공원묘원,석물비,"와비(中,45cm,오석,대석포함)","500,000 원"
744,선산공원묘원,석물비,"와비(大,60cm,오석,대석포함)","700,000 원"
744,선산공원묘원,석물비,1위용 납골묘,"1,090,000 원"
744,선산공원묘원,석물비,2위용 납골묘,"2,040,000 원"
744,선산공원묘원,석물비,"각자비 기본 80,000원 추가시 별도","80,000 원"
744,선산공원묘원,설치공사비,1위용 납골묘 설치공사비,"950,000 원"
744,선산공원묘원,설치공사비,2위용 납골묘 설치공사비,"1,340,000 원"
745,지평선전북공원묘원,묘지사용료(장미묘역),3.3㎡,"1,200,000 원"
745,지평선전북공원묘원,묘지사용료(개나리묘역),3.3㎡,"1,300,000 원"
745,지평선전북공원묘원,묘지사용료(개나리묘역),3.3㎡,"1,400,000 원"
745,지평선전북공원묘원,묘지사용료(매화묘역),3.3㎡,"1,500,000 원"
745,지평선전북공원묘원,관리비,1평 /1년,"15,000 원"
745,지평선전북공원묘원,관리비 반환,남은 기간 월단위 계산 환불,0
745,지평선전북공원묘원,묘지사용료,반환하지 않음,0
746,김해공원묘원,묘지사용료,1평형기준,"830,000 원"
746,김해공원묘원,묘지관리비,1평형/1년기준,"16,000 원"
747,이화공원묘원,묘지사용료,평당,"700,000 원"
747,이화공원묘원,15년관리비,평당/1년,"12,000 원"
747,이화공원묘원,묘지사용료 환불규정 (권리증 발부일 기준),예약된 묘지(기)는 전액 환불,
747,이화공원묘원,15년관리비 환불규정,관리비 잔여기간 일할 계산 반환,
748,광양시립묘지,"묘지 사용료(관내,단장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","340,000 원"
748,광양시립묘지,"묘지 관리비(관내,단장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","180,000 원"
748,광양시립묘지,"석물비(관내,단장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","305,000 원"
748,광양시립묘지,"비석글씨(관내,단장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","70,000 원"
748,광양시립묘지,"인건비(관내,단장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","211,000 원"
748,광양시립묘지,"잔디(관내,단장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","20,000 원"
748,광양시립묘지,"묘지 사용료(관내,합장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","555,000 원"
748,광양시립묘지,"묘지 관리비(관내,합장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","225,000 원"
748,광양시립묘지,"석물비(관내,합장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","330,000 원"
748,광양시립묘지,"비석글씨(관내,합장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","70,000 원"
748,광양시립묘지,"인건비(관내,합장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","282,000 원"
748,광양시립묘지,"잔디(관내,합장)","이용자격: 사망일로부터 1개월 전 거주지가 광양인 사망자, 사용기간:15년 3회연장가능","26,000 원"
748,광양시립묘지,"묘지 사용료(관외,단장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","600,000 원"
748,광양시립묘지,"묘지 관리비(관외,단장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","180,000 원"
748,광양시립묘지,"석물비(관외,단장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","305,000 원"
748,광양시립묘지,"비석글씨(관외,단장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","70,000 원"
748,광양시립묘지,"인건비(관외,단장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","211,000 원"
748,광양시립묘지,"잔디(관외,단장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","20,000 원"
748,광양시립묘지,"묘지 사용료(관외,합장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","789,000 원"
748,광양시립묘지,"묘지 관리비(관외,합장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","225,000 원"
748,광양시립묘지,"석물비(관외,합장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","330,000 원"
748,광양시립묘지,"비석글씨(관외,합장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","70,000 원"
748,광양시립묘지,"인건비(관외,합장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","282,000 원"
748,광양시립묘지,"잔디(관외,합장)","이용자격:등록기준지가 광양이거나 직계존비속이 광야시 거주자 , 사용기간:15년 3회 연장가능","26,000 원"
748,광양시립묘지,무연고 사용료,사용기간 10년 연장불가능,"100,000 원"
748,광양시립묘지,무연고 관리비,사용기간 10년 연장불가능,"120,000 원"
749,남양공원묘원,사용료,1평기준,"950,000 원"
749,남양공원묘원,관리비,1평기준,"13,000 원"
750,파주천주교평화묘원,시신 매장묘(단장),"묘지작업비(잔디,봉분외)","1,100,000 원"
750,파주천주교평화묘원,시신 매장묘(합장),"묘지작업비(잔디,봉분외)","1,200,000 원"
750,파주천주교평화묘원,유골 매장묘(단장),"묘지작업비(잔디,봉분외)","800,000 원"
750,파주천주교평화묘원,유골 매장묘(합장),"묘지작업비(잔디,봉분외)","900,000 원"
750,파주천주교평화묘원,가족 평장 묘지 분양,최대안치위수:8위,"15,000,000 원"
750,파주천주교평화묘원,가족 평장 묘지 안치료,1위 안치료,"300,000 원"
750,파주천주교평화묘원,매장묘 관리비,1년(평당),"10,000 원"
750,파주천주교평화묘원,가족평장묘 관리비,1년,"80,000 원"
750,파주천주교평화묘원,한식부페,식사여부 묘주 선택사항(1인기준),"6,000 원"
750,파주천주교평화묘원,시설이용료,편의시설외,"100,000 원"
750,파주천주교평화묘원,잔디 식재(별도 작업 시),봉분 만 식재,"200,000 원"
750,파주천주교평화묘원,잔디식재(별도 작업 시),봉분제외한 제절 및 전체 잔디 식재,"250,000 원"
751,포천하늘나라공원,토지사용료(15년 사용),평당,"962,000 원"
751,포천하늘나라공원,시신매장작업비,1기당,"1,700,000 원"
751,포천하늘나라공원,유골매장작업비,유골합장1기당,"700,000 원"
751,포천하늘나라공원,분상보수작업비,평당,"170,000 원"
751,포천하늘나라공원,축대작업비,평당,"950,000 원"
751,포천하늘나라공원,공동관리비,평당,"14,700 원"
751,포천하늘나라공원,재래식유골매장비,재래식유골합장1기당,"1,700,000 원"
752,화신공원묘원,A형 매장묘(구 4평형)-사용료,"공원조성비,석축및조경비,법인운영비 포함","1,800,000 원"
752,화신공원묘원,B형 매장묘(구 6평형)-사용료,"공원조성비,석축및조경비,법인운영비 포함","2,700,000 원"
752,화신공원묘원,C형 매장묘(구 8평형)-사용료,"공원조성비,석축및조경비,법인운영비 포함","3,600,000 원"
752,화신공원묘원,A형 (구 4평형)-관리비,"10년기준, 제초비 10년분(330000)포함-제초비는 매장일부터 적용","660,000 원"
752,화신공원묘원,B형 (구 6평형)-관리비,"10년기준, 제초비 10년분(330000)포함-제초비는 매장일부터 적용","770,000 원"
752,화신공원묘원,C형 (구 8평형)-관리비,"10년기준, 제초비 10년분(330000)포함-제초비는 매장일부터 적용","880,000 원"
752,화신공원묘원,평장형납골묘-관리비,15년기준(1년 33000),"495,000 원"
752,화신공원묘원,개방형납골묘(18기형)-관리비,10년 기준(1년 72000),"720,000 원"
752,화신공원묘원,개방형납골묘(24기형)-관리비,10년 기준(1년 96000),"960,000 원"
752,화신공원묘원,A형 매장묘(구 4평형) 분양금액,"사용료,관리비10년(제초비포함),용역비, 석물비용 포함.(합장사용시 100만원 추가)","4,800,000 원"
752,화신공원묘원,B형 매장묘(구 6평형) 분양금액,"사용료,관리비10년(제초비포함),용역비, 석물비용 포함.(합장사용시 100만원 추가)","6,800,000 원"
752,화신공원묘원,C형 매장묘(구 8평형) 분양금액,"사용료,관리비10년(제초비포함),용역비, 석물비용 포함.(합장사용시 100만원 추가)","8,500,000 원"
752,화신공원묘원,D형 매장묘(구 8평형 특수묘) 분양금액,"사용료,관리비10년(제초비포함),용역비, 석물비용 포함.(합장사용시 100만원 추가)","13,500,000 원"
752,화신공원묘원,평장형봉안묘,"사용료,15년관리비,봉안석물포함(합장시 100만원추가)","2,700,000 원"
752,화신공원묘원,부부형봉안묘(A형-구4평형),"사용료, 10년관리비,봉안석물포함. 평형변경시 비용추가.","5,000,000 원"
752,화신공원묘원,10기형 봉안묘(A형-구4평형),"사용료, 10년관리비,봉안석물포함. (평형 및 기수변경 가능)","8,000,000 원"
752,화신공원묘원,개방형 봉안묘(18기형),"사용료, 10년관리비,봉안석물포함.","13,000,000 원"
752,화신공원묘원,개방형 봉안묘(24기형),"사용료, 10년관리비,봉안석물포함.","16,000,000 원"
752,화신공원묘원,24기형 봉안묘(구 16평형),"사용료, 10년관리비,봉안석물포함.","25,000,000 원"
753,천주교청파묘원,시신 매장묘(단장),"묘지 작업비(잔디,봉분비)","1,100,000 원"
753,천주교청파묘원,시신매장묘(합장),"묘지 작업비(잔디,봉분비)","1,200,000 원"
753,천주교청파묘원,유골매장묘(단장),"묘지 작업비(잔디,봉분비)","800,000 원"
753,천주교청파묘원,유골매장묘(합장),"묘지 작업비(잔디,봉분비)","900,000 원"
753,천주교청파묘원,가족평장묘지분양,최대안치위수:8위,"15,000,000 원"
753,천주교청파묘원,가족평장안치비,1위안치비,"300,000 원"
753,천주교청파묘원,매장묘 관리비,1년(평당),"10,000 원"
753,천주교청파묘원,가족평장묘 관리비,1년,"80,000 원"
753,천주교청파묘원,시설이용료,편의시설외,"100,000 원"
754,경춘공원묘원,묘지사용료,3.3㎡기준(1평기준),"1,100,000 원"
754,경춘공원묘원,관리비,3.3㎡기준(1평기준),"17,000 원"
754,경춘공원묘원,석재시설물(1),"2단기본형(묘테석,비석, 상석,화병)","5,000,000 원"
754,경춘공원묘원,석재시설물(2),"3단고급형(묘테석,비석, 상석,화병)","7,500,000 원"
754,경춘공원묘원,매장작업비,1구매장기준,"1,000,000 원"
754,경춘공원묘원,묘지사용료,"분양후,1차설묘후에는 반환금없음,가묘일경우,분양당시 분양대금 그대로 반환.",0
754,경춘공원묘원,관리비,"분양과통시에 관리비 적용되며, 사용기한 만큼만 공제후 반환",0
754,경춘공원묘원,"석재시설물(1),(2)",분양후 가묘이더라도 해약후 반환금 없음. 시설물전체 파기,0
755,유달공원묘지,묘지 구단지(1~7),"1기 m² 298,990원*3.3m²*3평","2,960,000 원"
755,유달공원묘지,묘지 구단지(8~9),"1기 m² 298,990원*3.3m²*3평","2,960,000 원"
755,유달공원묘지,묘지 신단지(10~11),"1기 m² 430,304원*3.3m²*3평","4,260,000 원"
755,유달공원묘지,봉안묘지,"1기 1년 44,840원*영구(60년)","2,690,000 원"
755,유달공원묘지,봉안담,"1기 1년 42,090원*영구(60년)","2,525,000 원"
755,유달공원묘지,"벌초, 청소비 등","월 5,500원*12월*5년","330,000 원"
755,유달공원묘지,"벌초, 청소비 등","월 2,833원*12월*5년","170,000 원"
755,유달공원묘지,"관리, 청소비 등","월 1,667원*12월*5년","100,000 원"
755,유달공원묘지,묘지 사용료 반환,반환금액 없음,0
755,유달공원묘지,봉안담 사용료 반환,"1년 이내 50%, 2년 이내 40%, 3년 이내 30%, 4년 이내 20%, 5년 이내 10%, 5년 이상 없음",0
755,유달공원묘지,관리비 반환,"5년, 10년, 15년 기준 이장시 반환",0
756,동산공원묘원,묘지사용료,3.3 ㎡당,"900,000 원"
756,동산공원묘원,묘지관리비,"년, 3.3 ㎡당","15,000 원"
756,동산공원묘원,해약,남은 약정기간 사용료와 관리비 반환,0
757,파주하늘나라공원,묘지 사용료,1평당(3.3m2),"1,521,000 원"
757,파주하늘나라공원,공동관리비,1평/1년 기준,"22,100 원"
757,파주하늘나라공원,합장작업비,1기당,"2,500,000 원"
757,파주하늘나라공원,분상보수,"소(바닥,활개,전지 별도)","300,000 원"
757,파주하늘나라공원,분상보수,"중(바닥,활개,전지 별도)","400,000 원"
757,파주하늘나라공원,분상보수,"대(바닥,활개,전지 별도)","500,000 원"
757,파주하늘나라공원,분상보수,재래봉분,"700,000 원"
757,파주하늘나라공원,묘태재조립,1단특,"300,000 원"
757,파주하늘나라공원,묘태재조립,2단B,"400,000 원"
757,파주하늘나라공원,묘태재조립,2단A,"500,000 원"
757,파주하늘나라공원,묘태재조립,3단,"600,000 원"
757,파주하늘나라공원,축대작업비,1제곱미터,"800,000 원"
757,파주하늘나라공원,개장작업비,1위,"500,000 원"
757,파주하늘나라공원,유골매장비,매장방식에따라 차등 적용,"1,000,000 원"
757,파주하늘나라공원,봉안안치비,1회,"500,000 원"
758,우성공원묘원,VVIP 봉안당 사용료,부부 1~7단 평균,"15,930,000 원"
758,우성공원묘원,VVIP 봉안당 사용료,개인 1~7단 평균,"7,360,000 원"
758,우성공원묘원,VIP 봉안당 사용료,부부 1~7단 평균,"15,210,000 원"
758,우성공원묘원,VIP 봉안당 사용료,개인 1~7단 평균,"6,860,000 원"
758,우성공원묘원,일반 봉안당 사용료,부부 1~9단 평균,"9,330,000 원"
758,우성공원묘원,일반 봉안당 사용료,개인 1~9단 평균,"3,280,000 원"
758,우성공원묘원,종교 봉안당 사용료,부부 1~9단 평균,"9,330,000 원"
758,우성공원묘원,종교 봉안당 사용료,개인 1~9단 평균,"3,280,000 원"
758,우성공원묘원,VVIP/VIP 봉안당 관리비,개인,"50,000 원"
758,우성공원묘원,VVIP/VIP 봉안당 관리비,부부,"90,000 원"
758,우성공원묘원,일반 봉안당 관리비,개인,"40,000 원"
758,우성공원묘원,일반 봉안당 관리비,부부,"80,000 원"
758,우성공원묘원,묘지사용료,1m2 당(2022년 기준),"1,150,000 원"
758,우성공원묘원,연간관리비,1m2당(2022년 기준),"14,500 원"
759,영락공원묘원,년,평,"320,000 원"
759,영락공원묘원,년,평,"10,000 원"
759,영락공원묘원,사용료,평/년,"320,000 원"
759,영락공원묘원,관리비,평/년,"10,000 원"
759,영락공원묘원,1평,평,"350,000 원"
759,영락공원묘원,1평,1년/평,"11,000 원"
759,영락공원묘원,작업비,1기,"500,000 원"
759,영락공원묘원,2평 둘레석,1기,"1,600,000 원"
759,영락공원묘원,2평 상석외석물,1기,"1,270,000 원"
759,영락공원묘원,3평 둘레석,1기,"2,000,000 원"
759,영락공원묘원,3평 상석외석물,1기,"1,755,000 원"
759,영락공원묘원,각자대,1기,"100,000 원"
759,영락공원묘원,묘지사용료,1평,"350,000 원"
759,영락공원묘원,관리비,1평,"11,000 원"
760,경맥백합공원,묘지사용료,1 m2 당,"303,000 원"
760,경맥백합공원,관리비,1 m2 당,"4,500 원"
761,물미묘원,단장,사용료,"640,000 원"
761,물미묘원,단장,사용료-국민기초수급자,"320,000 원"
761,물미묘원,단장,관리비,"300,000 원"
761,물미묘원,합장,사용료,"960,000 원"
761,물미묘원,합장,사용료-국민기초수급자,"480,000 원"
761,물미묘원,합장,관리비,"450,000 원"
762,양양군공설묘원,사용료,단장묘,"359,440 원"
762,양양군공설묘원,관리비,단장묘,"240,000 원"
762,양양군공설묘원,관리비,"단장묘-수급자,독립유공자,국가유공자,유가족","240,000 원"
762,양양군공설묘원,사용료,합장묘,"527,170 원"
762,양양군공설묘원,사용료,"합장묘-수급자,독립유공자,국가유공자,유가족","527,170 원"
762,양양군공설묘원,관리비,합장묘,"360,000 원"
762,양양군공설묘원,관리비,"합장묘-수급자,독립유공자,국가유공자,유가족","360,000 원"
762,양양군공설묘원,사용료,"단장묘-수급자,독립유공자,국가유공자,유가족","259,440 원"
763,광주공원묘원,매장묘  봉안묘,묘지사용료 (3.3 m2),"1,895,100 원"
763,광주공원묘원,묘지관리비,1년간 관리비 (3.3m2),"15,400 원"
763,광주공원묘원,단장묘,"1단미니묘테,60cm비석,60cm화강상석  화병","2,156,000 원"
763,광주공원묘원,단장묘,"1단 1.1*2.1묘테,60cm비석,60cm화강상석, 화병","2,304,500 원"
763,광주공원묘원,합장묘,"각묘테-중,90cm갓비석, 75cm화강상석,화병","4,474,800 원"
763,광주공원묘원,합장묘,"각묘테-대,90cm갓비석,75cm화강상석,화병","4,990,700 원"
763,광주공원묘원,합장묘,"각묘테-특,90cm갓비석,90cm화강상석,화병","7,200,600 원"
763,광주공원묘원,봉안묘 2인,"봉안2인, 60cm피아노비석,60cm화강상석,화병","4,032,600 원"
763,광주공원묘원,봉안묘4인,"봉안4인,75cm화강비석,75cm화강상석,화병","6,103,900 원"
763,광주공원묘원,봉안6인,"봉안6인,75cm화강비석,75cm화강상석,화병","7,604,300 원"
764,봉황공원묘지,사용료,평당,"626,400 원"
764,봉황공원묘지,연간관리비,평당(부가세별도),"12,200 원"
765,칠량자연공원묘원,매장묘(최장 60년),1기당(26.4㎡),"6,000,000 원"
765,칠량자연공원묘원,매장묘(최장 60년),1기당(26.4㎡),"3,000,000 원"
765,칠량자연공원묘원,미래형 봉안묘(기간없음),1기당(33㎡),"10,000,000 원"
765,칠량자연공원묘원,미래형 봉안묘(기간없음),1기당(33㎡)㎡,"3,000,000 원"
765,칠량자연공원묘원,한국형 봉안묘(기간없음),1기당(33㎡),"10,000,000 원"
765,칠량자연공원묘원,한국형 봉안묘(기간없음),1기당(33㎡),"3,000,000 원"
