ID,시설명,기관,분류 1,분류 2,분류 3,항목명 1(대표),항목명 2(상세),비고/설명,가격
"510","분당추모공원휴","공설","봉안당","","","봉안당 6000만원","실내봉안당 단2층 고급실6,000,0001","실내봉안당 1단2층 고급실6,000,0001",60000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 6000만원","실내봉안당 단(측면)3층 고급실6,000,0001","실내봉안당 7단(측면)3층 고급실6,000,0001",60000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 6000만원","실내봉안당 단3층 고급실6,000,0001","실내봉안당 9단3층 고급실6,000,0001",60000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 6000만원","야외봉안담 단크리스탈묘역(정면)6,000,0001","야외봉안담 6단크리스탈묘역(정면)6,000,0001",60000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 6000만원","야외봉안담 단크리스탈묘역(정면)6,000,0001","야외봉안담 1단크리스탈묘역(정면)6,000,0001",60000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 6000만원","야외봉안담 단크리스탈묘역(정면)6,000,0001","야외봉안담 8단크리스탈묘역(정면)6,000,0001",60000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 6500만원","야외봉안담 단6,500,0001","야외봉안담 3단6,500,0001",65000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 6500만원","야외봉안담 단크리스탈 묘역(측면)6,500,0001","야외봉안담 5단크리스탈 묘역(측면)6,500,0001",65000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 6500만원","실내봉안당 단(측면)3층 고급실6,500,0001","실내봉안당 3단(측면)3층 고급실6,500,0001",65000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 6500만원","실내봉안당 단(정면)3층 고급실6,500,0001","실내봉안당 7단(정면)3층 고급실6,500,0001",65000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 6500만원","야외봉안담 단크리스탈묘역(정면)6,500,0001","야외봉안담 4단크리스탈묘역(정면)6,500,0001",65000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7000만원","야외봉안담 단7,000,0001","야외봉안담 6단7,000,0001",70000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7000만원","야외봉안담 단크리스탈 묘역(측면)7,000,0001","야외봉안담 2단크리스탈 묘역(측면)7,000,0001",70000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7000만원","야외봉안담 단크리스탈 묘역(측면)7,000,0001","야외봉안담 7단크리스탈 묘역(측면)7,000,0001",70000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7000만원","실내봉안당 단(측면)2층 고급실7,000,0001","실내봉안당 4단(측면)2층 고급실7,000,0001",70000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7000만원","실내봉안당 단(측면)2층 고급실7,000,0001","실내봉안당 6단(측면)2층 고급실7,000,0001",70000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7000만원","실내봉안당 단2층 고급실7,000,0001","실내봉안당 8단2층 고급실7,000,0001",70000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7000만원","실내봉안당 단(정면)3층 고급실7,000,0001","실내봉안당 3단(정면)3층 고급실7,000,0001",70000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7000만원","야외봉안담 단크리스탈묘역(정면)7,000,0001","야외봉안담 5단크리스탈묘역(정면)7,000,0001",70000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7500만원","야외봉안담 단7,500,0001","야외봉안담 4단7,500,0001",75000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7500만원","실내봉안당 단(정면)2층 고급실7,500,0001","실내봉안당 4단(정면)2층 고급실7,500,0001",75000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7500만원","실내봉안당 단(측면)2층 고급실7,500,0001","실내봉안당 5단(측면)2층 고급실7,500,0001",75000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7500만원","실내봉안당 단(정면)2층 고급실7,500,0001","실내봉안당 6단(정면)2층 고급실7,500,0001",75000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 7500만원","실내봉안당 단(측면)3층 고급실7,500,0001","실내봉안당 6단(측면)3층 고급실7,500,0001",75000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 8000만원","야외봉안담 단8,000,0001","야외봉안담 5단8,000,0001",80000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 8000만원","실내봉안당 단(정면)2층 고급실8,000,0001","실내봉안당 5단(정면)2층 고급실8,000,0001",80000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 8000만원","실내봉안당 단(측면)3층 고급실8,000,0001","실내봉안당 4단(측면)3층 고급실8,000,0001",80000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 8000만원","실내봉안당 단(정면)3층 고급실8,000,0001","실내봉안당 6단(정면)3층 고급실8,000,0001",80000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 8000만원","실내봉안당 단3층 고급실8,000,0001","실내봉안당 1단3층 고급실8,000,0001",80000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 8000만원","야외봉안담 단크리스탈묘역(정면)8,000,0001","야외봉안담 2단크리스탈묘역(정면)8,000,0001",80000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 8000만원","야외봉안담 단크리스탈묘역(정면)8,000,0001","야외봉안담 7단크리스탈묘역(정면)8,000,0001",80000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 8500만원","실내봉안당 단(정면)3층 고급실8,500,0001","실내봉안당 4단(정면)3층 고급실8,500,0001",85000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 8500만원","실내봉안당 단(측면)3층 고급실8,500,0001","실내봉안당 5단(측면)3층 고급실8,500,0001",85000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 9000만원","야외봉안담 단크리스탈 묘역(측면)9,000,0001","야외봉안담 3단크리스탈 묘역(측면)9,000,0001",90000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 9000만원","실내봉안당 단2층 고급실9,000,0001","실내봉안당 2단2층 고급실9,000,0001",90000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 9000만원","실내봉안당 단(정면)3층 고급실9,000,0001","실내봉안당 5단(정면)3층 고급실9,000,0001",90000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 9000만원","실내봉안당 단3층 고급실9,000,0001","실내봉안당 8단3층 고급실9,000,0001",90000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 10000만원","야외봉안담 단크리스탈 묘역(측면)10,000,0001","야외봉안담 6단크리스탈 묘역(측면)10,000,0001",100000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 10000만원","실내봉안당 단3층 고급실10,000,0001","실내봉안당 2단3층 고급실10,000,0001",100000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 10000만원","야외봉안담 단크리스탈묘역(정면)10,000,0001","야외봉안담 3단크리스탈묘역(정면)10,000,0001",100000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 11000만원","야외봉안담 단크리스탈 묘역(측면)11,000,0001","야외봉안담 4단크리스탈 묘역(측면)11,000,0001",110000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 11000만원","실내봉안당 단2층 고급실11,000,0001","실내봉안당 7단2층 고급실11,000,0001",110000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 11000만원","야외봉안담 단크리스탈묘역(정면)11,000,0001","야외봉안담 6단크리스탈묘역(정면)11,000,0001",110000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 12000만원","야외봉안담 단크리스탈 묘역(측면)12,000,0001","야외봉안담 5단크리스탈 묘역(측면)12,000,0001",120000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 12000만원","실내봉안당 단2층 고급실12,000,0001","실내봉안당 3단2층 고급실12,000,0001",120000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 12000만원","실내봉안당 단3층 고급실12,000,0001","실내봉안당 7단3층 고급실12,000,0001",120000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 12000만원","야외봉안담 단크리스탈묘역(정면)12,000,0001","야외봉안담 4단크리스탈묘역(정면)12,000,0001",120000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 13000만원","실내봉안당 단3층 고급실13,000,0001","실내봉안당 3단3층 고급실13,000,0001",130000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 13000만원","실내봉안당 단2층 특별실13,000,0001","실내봉안당 1단2층 특별실13,000,0001",130000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 13000만원","야외봉안담 단크리스탈묘역(정면)13,000,0001","야외봉안담 5단크리스탈묘역(정면)13,000,0001",130000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 14000만원","실내봉안당 단2층 고급실14,000,0001","실내봉안당 4단2층 고급실14,000,0001",140000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 14000만원","실내봉안당 단2층 고급실14,000,0001","실내봉안당 6단2층 고급실14,000,0001",140000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 14000만원","실내봉안당 단2층 특별실14,000,0001","실내봉안당 2단2층 특별실14,000,0001",140000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 14000만원","실내봉안당 단2층 특별실14,000,0001","실내봉안당 6단2층 특별실14,000,0001",140000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 14000만원","실내봉안당 단3층 특별실14,000,0001","실내봉안당 1단3층 특별실14,000,0001",140000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 15000만원","실내봉안당 단2층 고급실15,000,0001","실내봉안당 5단2층 고급실15,000,0001",150000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 15000만원","실내봉안당 단3층 고급실15,000,0001","실내봉안당 6단3층 고급실15,000,0001",150000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 15000만원","실내봉안당 단2층 특별실15,000,0001","실내봉안당 3단2층 특별실15,000,0001",150000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 15000만원","실내봉안당 단2층 특별실15,000,0001","실내봉안당 4단2층 특별실15,000,0001",150000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 15000만원","실내봉안당 단2층 특별실15,000,0001","실내봉안당 5단2층 특별실15,000,0001",150000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 15000만원","실내봉안당 단3층 특별실15,000,0001","실내봉안당 2단3층 특별실15,000,0001",150000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 15000만원","실내봉안당 단3층 특별실15,000,0001","실내봉안당 6단3층 특별실15,000,0001",150000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 16000만원","실내봉안당 단3층 고급실16,000,0001","실내봉안당 4단3층 고급실16,000,0001",160000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 17000만원","실내봉안당 단3층 고급실17,000,0001","실내봉안당 5단3층 고급실17,000,0001",170000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 17000만원","실내봉안당 단3층 특별실17,000,0001","실내봉안당 3단3층 특별실17,000,0001",170000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 17000만원","실내봉안당 단3층 특별실17,000,0001","실내봉안당 5단3층 특별실17,000,0001",170000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 18000만원","실내봉안당 단3층 특별실18,000,0001","실내봉안당 4단3층 특별실18,000,0001",180000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 23000만원","실내봉안당 단2층 특별실23,000,0001","실내봉안당 1단2층 특별실23,000,0001",230000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 25000만원","실내봉안당 단2층 특별실25,000,0001","실내봉안당 2단2층 특별실25,000,0001",250000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 25000만원","실내봉안당 단2층 특별실25,000,0001","실내봉안당 6단2층 특별실25,000,0001",250000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 25000만원","실내봉안당 단3층 특별실25,000,0001","실내봉안당 1단3층 특별실25,000,0001",250000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 29000만원","실내봉안당 단2층 특별실29,000,0001","실내봉안당 3단2층 특별실29,000,0001",290000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 29000만원","실내봉안당 단2층 특별실29,000,0001","실내봉안당 4단2층 특별실29,000,0001",290000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 29000만원","실내봉안당 단2층 특별실29,000,0001","실내봉안당 5단2층 특별실29,000,0001",290000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 29000만원","실내봉안당 단3층 특별실29,000,0001","실내봉안당 2단3층 특별실29,000,0001",290000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 29000만원","실내봉안당 단3층 특별실29,000,0001","실내봉안당 6단3층 특별실29,000,0001",290000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 32000만원","실내봉안당 단3층 특별실32,000,0001","실내봉안당 3단3층 특별실32,000,0001",320000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 32000만원","실내봉안당 단3층 특별실32,000,0001","실내봉안당 5단3층 특별실32,000,0001",320000001
"510","분당추모공원휴","공설","봉안당","","","봉안당 35000만원","실내봉안당 단3층 특별실35,000,0001","실내봉안당 4단3층 특별실35,000,0001",350000001
"511","해인사 고불암무량수전","사설","기타","","","35만원","항아리 (이름 생년월일, 사망일자 각인)1기350,000","항아리 (이름, 생년월일, 사망일자 각인)1기350,000",350000
"511","해인사 고불암무량수전","사설","기타","개인단","","200만원","A 방 (개인)1단 ~9단2,000,000","1A 방 (개인)1단 ~9단2,000,000",2000000
"511","해인사 고불암무량수전","사설","기타","개인단","","220만원","I 방 (개인)9단2,200,000","2I 방 (개인)9단2,200,000",2200000
"511","해인사 고불암무량수전","사설","기타","개인단","","250만원","H 방 (개인)1단2,500,000","2H 방 (개인)1단2,500,000",2500000
"511","해인사 고불암무량수전","사설","기타","개인단","","250만원","H 방 (개인)9단2,500,000","2H 방 (개인)9단2,500,000",2500000
"511","해인사 고불암무량수전","사설","기타","개인단","","250만원","I 방 (개인)1단2,500,000","2I 방 (개인)1단2,500,000",2500000
"511","해인사 고불암무량수전","사설","기타","개인단","","250만원","I 방 (개인)8단2,500,000","2I 방 (개인)8단2,500,000",2500000
"511","해인사 고불암무량수전","사설","기타","개인단","","300만원","C 방 (개인)1단3,000,000","2C 방 (개인)1단3,000,000",3000000
"511","해인사 고불암무량수전","사설","기타","개인단","","300만원","C 방 (개인)9단3,000,000","2C 방 (개인)9단3,000,000",3000000
"511","해인사 고불암무량수전","사설","기타","개인단","","300만원","H 방 (개인)2단3,000,000","2H 방 (개인)2단3,000,000",3000000
"511","해인사 고불암무량수전","사설","기타","개인단","","300만원","H 방 (개인)8단3,000,000","2H 방 (개인)8단3,000,000",3000000
"511","해인사 고불암무량수전","사설","기타","개인단","","300만원","I 방 (개인)2단3,000,000","2I 방 (개인)2단3,000,000",3000000
"511","해인사 고불암무량수전","사설","기타","개인단","","300만원","I 방 (개인)7단3,000,000","2I 방 (개인)7단3,000,000",3000000
"511","해인사 고불암무량수전","사설","기타","부부단","","300만원","K (복도, 부부)9단3,000,000","2K (복도, 부부)9단3,000,000",3000000
"511","해인사 고불암무량수전","사설","기타","개인단","","350만원","C 방 (개인)8단3,500,000","2C 방 (개인)8단3,500,000",3500000
"511","해인사 고불암무량수전","사설","기타","부부단","","350만원","F 방 (부부)9단3,500,000","2F 방 (부부)9단3,500,000",3500000
"511","해인사 고불암무량수전","사설","기타","개인단","","400만원","C 방 (개인)2단4,000,000","2C 방 (개인)2단4,000,000",4000000
"511","해인사 고불암무량수전","사설","기타","개인단","","400만원","E 방 아치 (개인)1단4,000,000","2E 방 아치 (개인)1단4,000,000",4000000
"511","해인사 고불암무량수전","사설","기타","개인단","","400만원","H 방 (개인)3단4,000,000","2H 방 (개인)3단4,000,000",4000000
"511","해인사 고불암무량수전","사설","기타","개인단","","400만원","H 방 (개인)7단4,000,000","2H 방 (개인)7단4,000,000",4000000
"511","해인사 고불암무량수전","사설","기타","개인단","","400만원","I 방 (개인)3단4,000,000","2I 방 (개인)3단4,000,000",4000000
"511","해인사 고불암무량수전","사설","기타","개인단","","400만원","I 방 (개인)6단4,000,000","2I 방 (개인)6단4,000,000",4000000
"511","해인사 고불암무량수전","사설","기타","부부단","","400만원","K (복도, 부부)1단4,000,000","2K (복도, 부부)1단4,000,000",4000000
"511","해인사 고불암무량수전","사설","기타","부부단","","400만원","K (복도, 부부)8단4,000,000","2K (복도, 부부)8단4,000,000",4000000
"511","해인사 고불암무량수전","사설","기타","부부단","","450만원","F 방 (부부)1단4,500,000","2F 방 (부부)1단4,500,000",4500000
"511","해인사 고불암무량수전","사설","기타","부부단","","450만원","F 방 (부부)8단4,500,000","2F 방 (부부)8단4,500,000",4500000
"511","해인사 고불암무량수전","사설","기타","부부단","","450만원","G 방 (부부)1단4,500,000","2G 방 (부부)1단4,500,000",4500000
"511","해인사 고불암무량수전","사설","기타","부부단","","450만원","G 방 (부부)9단4,500,000","2G 방 (부부)9단4,500,000",4500000
"511","해인사 고불암무량수전","사설","기타","개인단","","500만원","C 방 (개인)3단5,000,000","2C 방 (개인)3단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","개인단","","500만원","C 방 (개인)7단5,000,000","2C 방 (개인)7단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","개인단","","500만원","H 방 (개인)4단5,000,000","2H 방 (개인)4단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","개인단","","500만원","H 방 (개인)5단5,000,000","2H 방 (개인)5단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","개인단","","500만원","H 방 (개인)6단5,000,000","2H 방 (개인)6단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","개인단","","500만원","I 방 (개인)4단5,000,000","2I 방 (개인)4단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","개인단","","500만원","I 방 (개인)5단5,000,000","2I 방 (개인)5단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","부부단","","500만원","J (복도, 부부)1단5,000,000","2J (복도, 부부)1단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","부부단","","500만원","J (복도, 부부)9단5,000,000","2J (복도, 부부)9단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","부부단","","500만원","K (복도, 부부)2단5,000,000","2K (복도, 부부)2단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","부부단","","500만원","K (복도, 부부)7단5,000,000","2K (복도, 부부)7단5,000,000",5000000
"511","해인사 고불암무량수전","사설","기타","","","","관리비년500,0001","관리비10년500,0001",5000001
"511","해인사 고불암무량수전","사설","기타","","","","관리비 기 당10년500,0001","관리비 1기 당10년500,0001",5000001
"511","해인사 고불암무량수전","사설","기타","부부단","","550만원","F 방 (부부)2단5,500,000","2F 방 (부부)2단5,500,000",5500000
"511","해인사 고불암무량수전","사설","기타","부부단","","550만원","F 방 (부부)7단5,500,000","2F 방 (부부)7단5,500,000",5500000
"511","해인사 고불암무량수전","사설","기타","부부단","","550만원","G 방 (부부)2단5,500,000","2G 방 (부부)2단5,500,000",5500000
"511","해인사 고불암무량수전","사설","기타","부부단","","550만원","G 방 (부부)8단5,500,000","2G 방 (부부)8단5,500,000",5500000
"511","해인사 고불암무량수전","사설","기타","부부단","","600만원","B 방 (부부)9단6,000,000","2B 방 (부부)9단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","개인단","","600만원","C 방 (개인)4단6,000,000","2C 방 (개인)4단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","개인단","","600만원","C 방 (개인)5단6,000,000","2C 방 (개인)5단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","개인단","","600만원","C 방 (개인)6단6,000,000","2C 방 (개인)6단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","부부단","","600만원","B 방 (부부)1단6,000,000","2B 방 (부부)1단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","부부단","","600만원","D 방 (부부)1단6,000,000","2D 방 (부부)1단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","부부단","","600만원","D 방 (부부)9단6,000,000","2D 방 (부부)9단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","개인단","","600만원","E 방 아치 (개인)8단6,000,000","2E 방 아치 (개인)8단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","부부단","","600만원","J (복도, 부부)2단6,000,000","2J (복도, 부부)2단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","부부단","","600만원","J (복도, 부부)8단6,000,000","2J (복도, 부부)8단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","부부단","","600만원","K (복도, 부부)3단6,000,000","2K (복도, 부부)3단6,000,000",6000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","B 방 (부부)8단7,000,000","2B 방 (부부)8단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","B 방 (부부)2단7,000,000","2B 방 (부부)2단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","D 방 (부부)2단7,000,000","2D 방 (부부)2단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","D 방 (부부)8단7,000,000","2D 방 (부부)8단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","F 방 (부부)3단7,000,000","2F 방 (부부)3단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","F 방 (부부)6단7,000,000","2F 방 (부부)6단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","G 방 (부부)3단7,000,000","2G 방 (부부)3단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","G 방 (부부)7단7,000,000","2G 방 (부부)7단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","J (복도, 부부)3단7,000,000","2J (복도, 부부)3단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","J (복도, 부부)7단7,000,000","2J (복도, 부부)7단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","K (복도, 부부)4단7,000,000","2K (복도, 부부)4단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","K (복도, 부부)5단7,000,000","2K (복도, 부부)5단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","700만원","K (복도, 부부)6단7,000,000","2K (복도, 부부)6단7,000,000",7000000
"511","해인사 고불암무량수전","사설","기타","부부단","","800만원","E 방 일반 (부부)1단8,000,000","2E 방 일반 (부부)1단8,000,000",8000000
"511","해인사 고불암무량수전","사설","기타","부부단","","800만원","E 방 일반 (부부)8단8,000,000","2E 방 일반 (부부)8단8,000,000",8000000
"511","해인사 고불암무량수전","사설","기타","부부단","","800만원","F 방 (부부)4단8,000,000","2F 방 (부부)4단8,000,000",8000000
"511","해인사 고불암무량수전","사설","기타","부부단","","800만원","F 방 (부부)5단8,000,000","2F 방 (부부)5단8,000,000",8000000
"511","해인사 고불암무량수전","사설","기타","부부단","","800만원","G 방 (부부)4단8,000,000","2G 방 (부부)4단8,000,000",8000000
"511","해인사 고불암무량수전","사설","기타","부부단","","800만원","G 방 (부부)5단8,000,000","2G 방 (부부)5단8,000,000",8000000
"511","해인사 고불암무량수전","사설","기타","부부단","","800만원","G 방 (부부)6단8,000,000","2G 방 (부부)6단8,000,000",8000000
"511","해인사 고불암무량수전","사설","기타","부부단","","800만원","J (복도, 부부)4단8,000,000","2J (복도, 부부)4단8,000,000",8000000
"511","해인사 고불암무량수전","사설","기타","부부단","","800만원","J (복도, 부부)5단8,000,000","2J (복도, 부부)5단8,000,000",8000000
"511","해인사 고불암무량수전","사설","기타","부부단","","800만원","J (복도, 부부)6단8,000,000","2J (복도, 부부)6단8,000,000",8000000
"511","해인사 고불암무량수전","사설","기타","부부단","","850만원","B 방 (부부)7단8,500,000","2B 방 (부부)7단8,500,000",8500000
"511","해인사 고불암무량수전","사설","기타","부부단","","850만원","B 방 (부부)3단8,500,000","2B 방 (부부)3단8,500,000",8500000
"511","해인사 고불암무량수전","사설","기타","부부단","","850만원","D 방 (부부)3단8,500,000","2D 방 (부부)3단8,500,000",8500000
"511","해인사 고불암무량수전","사설","기타","부부단","","850만원","D 방 (부부)7단8,500,000","2D 방 (부부)7단8,500,000",8500000
"511","해인사 고불암무량수전","사설","기타","부부단","","900만원","A 방 일반 (부부)1단9,000,000","2A 방 일반 (부부)1단9,000,000",9000000
"511","해인사 고불암무량수전","사설","기타","부부단","","900만원","A 방 일반 (부부)8단9,000,000","2A 방 일반 (부부)8단9,000,000",9000000
"511","해인사 고불암무량수전","사설","기타","개인단","","900만원","A 방 아치 (개인)8단9,000,000","2A 방 아치 (개인)8단9,000,000",9000000
"511","해인사 고불암무량수전","사설","기타","부부단","","900만원","E 방 일반 (부부)2단9,000,000","2E 방 일반 (부부)2단9,000,000",9000000
"511","해인사 고불암무량수전","사설","기타","부부단","","900만원","E 방 일반 (부부)7단9,000,000","2E 방 일반 (부부)7단9,000,000",9000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1000만원","B 방 (부부)4단10,000,000","2B 방 (부부)4단10,000,000",10000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1000만원","B 방 (부부)5단10,000,000","2B 방 (부부)5단10,000,000",10000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1000만원","B 방 (부부)6단10,000,000","2B 방 (부부)6단10,000,000",10000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1000만원","A 방 아치 (부부)1딘10,000,000","22A 방 아치 (부부)1딘10,000,000",10000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1000만원","D 방 (부부)4단10,000,000","2D 방 (부부)4단10,000,000",10000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1000만원","D 방 (부부)5단10,000,000","2D 방 (부부)5단10,000,000",10000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1000만원","D 방 (부부)6단10,000,000","2D 방 (부부)6단10,000,000",10000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1100만원","A 방 일반 (부부)2단11,000,000","2A 방 일반 (부부)2단11,000,000",11000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1100만원","A 방 일반 (부부)7단11,000,000","2A 방 일반 (부부)7단11,000,000",11000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1100만원","E 방 일반 (부부)3단11,000,000","2E 방 일반 (부부)3단11,000,000",11000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1100만원","E 방 일반 (부부)6단11,000,000","2E 방 일반 (부부)6단11,000,000",11000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1300만원","A 방 일반 (부부)3단13,000,000","2A 방 일반 (부부)3단13,000,000",13000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1300만원","A 방 일반 (부부)6단13,000,000","2A 방 일반 (부부)6단13,000,000",13000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1300만원","E 방 아치 (부부)2단13,000,000","2E 방 아치 (부부)2단13,000,000",13000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1500만원","A 방 일반 (부부)4단15,000,000","2A 방 일반 (부부)4단15,000,000",15000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1500만원","A 방 일반 (부부)5단15,000,000","2A 방 일반 (부부)5단15,000,000",15000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1500만원","A 방 아치 (부부)2단15,000,000","2A 방 아치 (부부)2단15,000,000",15000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1500만원","E 방 일반 (부부)4단15,000,000","2E 방 일반 (부부)4단15,000,000",15000000
"511","해인사 고불암무량수전","사설","기타","부부단","","1500만원","E 방 일반 (부부)5단15,000,000","2E 방 일반 (부부)5단15,000,000",15000000
