시설종류,순번,장사시설명,품목분류,품목,규격,금액
봉안시설,51,강남구추모의집,안치실이용료,"안치료(최초, 15년)",일반주민(강남구에 주민등록을 둔 자의 직계 존·비속),300000
봉안시설,52,강남구추모의집,안치실이용료,연장시 안치료(매5년),"국가유공자, 독립유공자, 국민기초생활보장수급자",20000
봉안시설,53,강남구추모의집,안치실이용료,연장시 안치료(매5년),일반주민,70000
봉안시설,54,강남구추모의집,기타,관리비,"1년에 30,000원×15년",450000
봉안시설,55,경주시공설봉안당,기타,사용료, 1구/10년,48000
봉안시설,56,경주시공설봉안당,기타,관리비, 1구/10년,52000
봉안시설,57,고성군공설봉안당,기타,사용료,최초신청시15년(관내),100000
봉안시설,58,고성군공설봉안당,기타,사용료,최초신청시15년(관외) 본적이 고성에 한하여 봉안 가능,300000
봉안시설,59,고성군추모의집,개인단,사용료및관리비,최초신청시15년(관내개인),280000
봉안시설,60,고성군추모의집,개인단,사용료및관리비,최초신청시15년(관외개인),440000
봉안시설,61,고성군추모의집,부부단,사용료및관리비,최초신청시15년(관내합장),520000
봉안시설,62,고성군추모의집,부부단,사용료및관리비,최초신청시15년(관외합장),840000
봉안시설,63,고창군추모의집,개인단,봉안당 사용료 및 관리비,봉안당 1기 사용(10년),100000
봉안시설,64,고창군추모의집,기타,처음 봉안할때 추가비용,"명찰, 꽃,액자 포함",50000
봉안시설,65,고창군추모의집,개인단,10년 마다 5회연장 가능,영장시 10만원 요금 발생,100000
봉안시설,66,완주군공설봉안당 추모의집,기타,사용료및관리비,"전주,완주 6개월이상 거주(계약자 또는 사망자), 10년 임대",100000
봉안시설,67,완주군공설봉안당 추모의집,기타,사용료및관리비,기초생활수급권자 50%감면,50000
봉안시설,68,광명메모리얼파크,개인단,개인단(관내),"1회 15년, 2회 연장가능(총45년)",500000
봉안시설,69,광명메모리얼파크,개인단,개인단(관외),"1회 15년, 2회 연장가능(총45년)",1500000
봉안시설,70,광명메모리얼파크,부부단,부부단(관내),"1회 15년, 2회 연장가능(총45년)",750000
봉안시설,71,광명메모리얼파크,부부단,부부단(관외),"1회 15년, 2회 연장가능(총45년)",2000000
봉안시설,72,구미시공설숭조당 제2관,개인단,사용료,"일반실,외국인실(구미시민,15년)",80000
봉안시설,73,구미시공설숭조당 제2관,개인단,관리비,"일반실,외국인실(구미시민,15년)",40000
봉안시설,74,구미시공설숭조당 제2관,개인단,사용료,"무연고실(구미시민,10년)",40000
봉안시설,75,구미시공설숭조당 제2관,개인단,관리비,"무연고실(구미시민,10년)",20000
봉안시설,76,구미시공설숭조당 제2관,개인단,사용료,"일반실,외국인실(타지역,15년)",220000
봉안시설,77,구미시공설숭조당 제2관,개인단,관리비,"일반실,외국인실(타지역,15년)",80000
봉안시설,78,구미시공설숭조당 제2관,개인단,사용료,"무연고실(타지역,10년)",110000
봉안시설,79,구미시공설숭조당 제2관,개인단,관리비,"무연고실(타지역,10년)",40000
봉안시설,80,군산시공설추모관,개인단,개인단(관내),15년 3회 연장가능,100000
봉안시설,81,금릉 제1봉안당,개인단,1단 (최저단),1 (位),2500000
봉안시설,82,금릉 제1봉안당,개인단,2단,1 (位),3000000
봉안시설,83,금릉 제1봉안당,개인단,3단,1 (位),3500000
봉안시설,84,금릉 제1봉안당,개인단,4단,1 (位),5000000
봉안시설,85,금릉 제1봉안당,개인단,5단,1 (位),5000000
봉안시설,86,금릉 제1봉안당,개인단,6단,1 (位),5000000
봉안시설,87,금릉 제1봉안당,개인단,7단,1 (位),3000000
봉안시설,88,금릉 제1봉안당,개인단,8단 (최고단),1 (位),2500000
봉안시설,89,금릉 제1봉안당,부부단,1단 (최저단),1~2 (位),5000000
봉안시설,90,금릉 제1봉안당,부부단,2단,1~2 (位),6000000
봉안시설,91,금릉 제1봉안당,부부단,3단,1~2 (位),7000000
봉안시설,92,금릉 제1봉안당,부부단,4단,1~2 (位),10000000
봉안시설,93,금릉 제1봉안당,부부단,5단,1~2 (位),10000000
봉안시설,94,금릉 제1봉안당,부부단,6단,1~2 (位),10000000
봉안시설,95,금릉 제1봉안당,부부단,7단,1~2 (位),6000000
봉안시설,96,금릉 제1봉안당,부부단,8단 (최고단),1~2 (位),5000000
봉안시설,97,금릉 제1봉안당,개인단,1단 (유품보관단),1 (位),3000000
봉안시설,98,금릉 제1봉안당,부부단,1단 (유품보관단),1~2 (位),6000000
봉안시설,99,금릉 제1봉안당,기타,관리비 (10년선납),단/1년,50000
봉안시설,100,인천가족공원 금마총,기타,사용료(관내),1구/10년,250000
봉안시설,101,인천가족공원 금마총,기타,관리료(관내),1구/30년,100000
봉안시설,102,금산군공설봉안당,기타,사용료,유연,100000
봉안시설,103,금산군공설봉안당,기타,관리비,유연,50000
봉안시설,104,금산군공설봉안당,기타,"사용료-수급자, 보훈, 유공자",유연,100000
봉안시설,105,금산군공설봉안당,기타,사용료,무연,50000
봉안시설,106,금산군공설봉안당,기타,관리비,무연,25000
봉안시설,107,금산군공설봉안당,기타,사용료,유연(관외자),200000
봉안시설,108,금오영당,기타,인조석(안치단),군내 거주자,100000
봉안시설,109,금오영당,기타,인조석(안치단),군내 본적자,300000
봉안시설,110,금오영당,기타,인조석(안치단),상기자 외,1500000
봉안시설,111,금오영당,기타,목재(안치단),군내 거주자,120000
봉안시설,112,금오영당,기타,목재(안치단),군내 본적자,360000
봉안시설,113,금오영당,기타,목재(안치단),상기자 외,1800000
봉안시설,114,금오영당,기타,관리비,1구당(15년),75000
봉안시설,115,남원시승화당,기타,승화당,관내,100000
봉안시설,116,남원시승화당,기타,승화당,관외,200000
봉안시설,117,남한강공원묘원(봉안),기타,사용료 ,3.3 m2,1318000
봉안시설,118,남한강공원묘원(봉안),기타,관리비,3.3 m2,15800
봉안시설,119,영모묘원 대원전,개인단,대원전1층 1단,30㎝x30㎝x30㎝,1800000
봉안시설,120,영모묘원 대원전,개인단,대원전1층 2단, ,2300000
봉안시설,121,영모묘원 대원전,개인단,"대원전1층 3, 4단", ,3500000
봉안시설,122,영모묘원 대원전,개인단,대원전1층 5단, ,3000000
봉안시설,123,영모묘원 대원전,부부단,"대원전1층 1, 6단", ,3500000
봉안시설,124,영모묘원 대원전,부부단,"대원전1층 2, 5단", ,4500000
봉안시설,125,영모묘원 대원전,부부단,"대원전1층 3, 4단", ,5500000
봉안시설,126,영모묘원 대원전,부부단,대원전1층 7단, ,3000000
봉안시설,127,영모묘원 대원전,개인단,대원전2층 고급실 1단, ,2300000
봉안시설,128,영모묘원 대원전,개인단,"대원전2층 고급실 2, 6단", ,3000000
봉안시설,129,영모묘원 대원전,개인단,"대원전2층 고급실 3, 4, 5단", ,4000000
봉안시설,130,영모묘원 대원전,개인단,대원전2층 고급실 7단, ,2500000
봉안시설,131,영모묘원 대원전,부부단,대원전2층 고급실 1단, ,4500000
봉안시설,132,영모묘원 대원전,부부단,"대원전2층 고급실 2, 6단", ,6000000
봉안시설,133,영모묘원 대원전,부부단,"대원전2층 고급실 3, 4, 5단", ,8000000
봉안시설,134,영모묘원 대원전,부부단,대원전2층 고급실 7단, ,5000000
봉안시설,135,영모묘원 대원전,개인단,대원전2층 로얄실 1단, ,3300000
봉안시설,136,영모묘원 대원전,개인단,"대원전2층 로얄실 2,6 단", ,4000000
봉안시설,137,영모묘원 대원전,개인단,"대원전2층 로얄실 3, 4, 5단", ,5000000
봉안시설,138,영모묘원 대원전,개인단,대원전2층 로얄실 7단, ,3500000
봉안시설,139,영모묘원 대원전,부부단,대원전2층 로얄실 1단, ,6500000
봉안시설,140,영모묘원 대원전,부부단,"대원전2층 로얄실 2, 6단", ,8000000
봉안시설,141,영모묘원 대원전,부부단,"대원전2층 로얄실 3, 4, 5단", ,10000000
봉안시설,142,영모묘원 대원전,부부단,대원전2층 로얄실 7단, ,7000000
봉안시설,143,대전추모공원(봉안),기타,봉안(관내),1구당/15년기한,200000
봉안시설,144,대전추모공원(봉안),기타,봉인(관외),1구당/15년기한,400000
봉안시설,145,대전추모공원(봉안),기타,묘지(단장 재계약),1구당/15년기한,363000
봉안시설,146,대전추모공원(봉안),기타,묘지(합장 재계약),1구당/15년기한,544500
봉안시설,147,대전추모공원(봉안),기타,가족묘원(재계약),1기당/15년기한,550000
봉안시설,148,대전추모공원(봉안),기타,가족묘원((관리비,1기당/5년단위,516000
봉안시설,149,대호지공설묘지(가족봉안묘),기타,가족봉안묘,"사용료:1,786,000원/관리비:1,808,000원(30년)/잔디값:126,000",3720000
봉안시설,150,동해시매화당,개인단,사용료 및 관리비(봉안당),관내 15년(단장),190000
봉안시설,151,동해시매화당,부부단,사용료 및 관리비(봉안당),관내 15년(합장),380000
봉안시설,152,하남시 마루공원(봉안시설),기타,개인단,관내(최초)/15년,500000
봉안시설,153,하남시 마루공원(봉안시설),기타,개인단,관내(연장)/15년,400000
봉안시설,154,하남시 마루공원(봉안시설),기타,부부단,관내(최초)15년,700000
봉안시설,155,하남시 마루공원(봉안시설),기타,부부단,관내(연장)/15년,600000
봉안시설,156,하남시 마루공원(봉안시설),기타,개인단,관외(최초)/15년,1000000
봉안시설,157,하남시 마루공원(봉안시설),기타,개인단,관외(연장)/15년,800000
봉안시설,158,하남시 마루공원(봉안시설),기타,부부단,관외(최초)/15년,1400000
봉안시설,159,하남시 마루공원(봉안시설),기타,부부단,관외(연장)/15년,1200000
봉안시설,160,창원공원묘원 봉안시설,개인단,실내봉안당,일반단 1단~8단/250~600만원/1년 관리비 4만원,2540000
봉안시설,161,창원공원묘원 봉안시설,부부단,실내봉안당,고급단 1단~8단/400~1100만원/1년 관리비 6만원,4060000
봉안시설,162,창원공원묘원 봉안시설,부부단,실내봉안당,"특별단 1단~7단/900~1,700만원/1년 관리비 7만원",9070000
봉안시설,163,메모리얼펠리스추모관(실로암),기타,기본단 1단,"영구사용(5년선납기준,1년3만원)",2500000
봉안시설,164,메모리얼펠리스추모관(실로암),기타,기본단 2단,"영구사용(5년선납기준,1년3만원)",3500000
봉안시설,165,메모리얼펠리스추모관(실로암),기타,기본단 3단,"영구사용(5년선납기준,1년3만원)",4500000
봉안시설,166,메모리얼펠리스추모관(실로암),기타,기본단 4단,"영구사용(5년선납기준,1년3만원)",5000000
봉안시설,167,메모리얼펠리스추모관(실로암),기타,기본단 5단,"영구사용(5년선납기준,1년3만원)",6000000
봉안시설,168,메모리얼펠리스추모관(실로암),기타,기본단 6단,"영구사용(5년선납기준,1년3만원)",4500000
봉안시설,169,메모리얼펠리스추모관(실로암),기타,기본단 7단,"영구사용(5년선납기준,1년3만원)",3000000
봉안시설,170,메모리얼펠리스추모관(실로암),기타,기본단 8단,"영구사용(5년선납기준,1년3만원)",2000000
봉안시설,171,메모리얼펠리스추모관(실로암),기타,고급단 1단,"영구사 용(5년선납기준,1년4만원)",3500000
봉안시설,172,메모리얼펠리스추모관(실로암),기타,고급단 2단,"영구사용(5년선납기준,1년4만원)",6000000
봉안시설,173,메모리얼펠리스추모관(실로암),기타,고급단 3단,"영구사용(5년선납기준,1년4만원)",8000000
봉안시설,174,메모리얼펠리스추모관(실로암),기타,고급단 4단,"영구사용(5년선납기준,1년4만원)",10000000
봉안시설,175,메모리얼펠리스추모관(실로암),기타,고급단 5단 ,"영구사용(5년선납기준,1년4만원)",11000000
봉안시설,176,메모리얼펠리스추모관(실로암),기타,고급단 6단,"영구사용(5년선납기준,1년4만원)",8000000
봉안시설,177,메모리얼펠리스추모관(실로암),기타,고급단 7단,"영구사용(5년선납기준,1년4만원)",5000000
봉안시설,178,메모리얼펠리스추모관(실로암),기타,고급단 8단,"영구사용(5년선납기준,1년4만원)",3500000
봉안시설,179,메모리얼펠리스추모관(실로암),기타,고급단(특) 1단,"영구사용(5년선납기준,1년4만원)",4000000
봉안시설,180,메모리얼펠리스추모관(실로암),기타,고급단(특) 2단,"영구사용(5년선납기준,1년4만원)",7000000
봉안시설,181,메모리얼펠리스추모관(실로암),기타,고급단(특) 3단,"영구사용(5년선납기준,1년4만원)",9000000
봉안시설,182,메모리얼펠리스추모관(실로암),기타,고급단(특) 4단,"영구사용(5년선납기준,1년4만원)",11000000
봉안시설,183,메모리얼펠리스추모관(실로암),기타,고급단(특) 5단,"영구사용(5년선납기준,1년4만원)",12000000
봉안시설,184,메모리얼펠리스추모관(실로암),기타,고급단(특) 6단,"영구사용(5년선납기준,1년4만원)",9000000
봉안시설,185,메모리얼펠리스추모관(실로암),기타,고급단(특) 7단,"영구사용(5년선납기준,1년4만원)",6000000
봉안시설,186,메모리얼펠리스추모관(실로암),기타,고급단(특) 8단,"영구사용(5년선납기준,1년4만원)",4000000
봉안시설,187,메모리얼펠리스추모관(실로암),기타,개인단-관리비,연장관리비(5년선납),150000
봉안시설,188,메모리얼펠리스추모관(실로암),기타,고급단-관리비,연장관리비(5년선납),200000
봉안시설,189,무주추모의집(봉안),기타,추모의 집 사용료(관내),최초 15년 ,150000
봉안시설,190,무주추모의집(봉안),기타,추모의 집 사용료(관외),최초 15년,400000
봉안시설,191,무주추모의집(봉안),개인단,사용료,관내,150000
봉안시설,192,무주추모의집(봉안),개인단,사용료,관외,400000
봉안시설,193,보령시모란공원 봉안당,개인단,봉안당-관내거주자,봉안당 / 사용료 + 관리비 = 안장시,700000
봉안시설,194,보령시모란공원 봉안당,개인단,봉안당-3개월이상1년미만거주등록기준지인자,봉안당 / 사용료 + 관리비 = 안장시,1200000
봉안시설,195,보령시모란공원 봉안당,개인단,봉안당-관내거주자(연장시),봉안당 / 관리비 = 연장시,200000
봉안시설,196,보령시모란공원 봉안당,개인단,봉안당-3개월1년미만거주등록기준(연장시),봉안당 / 관리비 = 연장시,400000
봉안시설,197,보령시모란공원 봉안당,개인단,봉안당-3개월이하관외자(기사용자 연장시),봉안당 / 관리비 = 연장시,600000
봉안시설,198,보령시모란공원 봉안당,개인단,봉안담-관내거주자,봉안담(개인형)/ 사용료 + 관리비 = 안장시,2300000
봉안시설,199,보령시모란공원 봉안당,개인단,봉안담-3개월이상1년미만거주등록기준지인자,봉안담(개인형) / 사용료 + 관리비 = 안장시,3800000
봉안시설,200,보령시모란공원 봉안당,개인단,봉안담-관내거주자(연장시),봉안담(개인형) / 관리비 = 연장시,1600000
봉안시설,201,보령시모란공원 봉안당,개인단,봉안담-3개월1년미만거주등록기준(연장시),봉안담(개인형) / 관리비 = 연장시,2400000
봉안시설,202,보령시모란공원 봉안당,개인단,봉안담-3개월이하관외자(기사용자 연장시),봉안담(개인형) / 관리비 = 연장시,3200000
봉안시설,203,보령시모란공원 봉안당,부부단,봉안담-관내거주자,봉안담(부부형)/ 사용료 + 관리비 = 안장시,2900000
봉안시설,204,보령시모란공원 봉안당,부부단,봉안담-3개월이상1년미만거주등록기준지인자,봉안담(부부형)/ 사용료 + 관리비 = 안장시,4800000
봉안시설,205,보령시모란공원 봉안당,부부단,봉안담-관내거주자(연장시),봉안담(부부형) / 관리비 = 연장시,2000000
봉안시설,206,보령시모란공원 봉안당,부부단,봉안담-3개월1년미만거주등록기준(연장시),봉안담(부부형) / 관리비 = 연장시,3000000
봉안시설,207,보령시모란공원 봉안당,부부단,봉안담-3개월이하관외자(기사용자 연장시),봉안담(부부형) / 관리비 = 연장시,4000000
봉안시설,208,보령시모란공원 봉안당,기타,봉안묘-관내거주자,봉안묘(2기형) / 사용료 + 관리비 + 석물 = 계약시,5280000
봉안시설,209,보령시모란공원 봉안당,기타,봉안묘-3개월이상1년미만거주등록기준지인자,봉안묘(2기형) / 사용료 + 관리비 + 석물 = 계약시,7780000
봉안시설,210,보령시모란공원 봉안당,기타,봉안묘-관내거주자,봉안묘(4기형) / 사용료 + 관리비 + 석물 = 계약시,6550000
봉안시설,211,보령시모란공원 봉안당,기타,봉안묘-3개월이상1년미만거주등록기준지인자,봉안묘(4기형) / 사용료 + 관리비 + 석물 = 계약시,9750000
봉안시설,212,보령시모란공원 봉안당,기타,봉안묘-관내거주자,봉안묘(14기형) / 사용료 + 관리비 + 석물 = 계약시,17532000
봉안시설,213,보령시모란공원 봉안당,기타,봉안묘-3개월이상1년미만거주등록기준지인자,봉안묘(14기형) / 사용료 + 관리비 + 석물 = 계약시,28032000
봉안시설,214,옥천군봉안당 선화원,개인단,"단장봉안 사용료,관리비",최초 15년,175000
봉안시설,215,옥천군봉안당 선화원,부부단,"합장봉안 사용료,관리비",최초 15년,275000
봉안시설,216,옥천군봉안당 선화원,기타,"무연봉안 사용료,관리비",10년,80000
봉안시설,217,옥천군봉안당 선화원,기타,"공설묘지 사용료,관리비",최초 15년,300000
봉안시설,218,삼척시 추모공원 봉안당,개인단,30년 사용료.관리비,삼척시 직영,336000
봉안시설,219,삼척시 추모공원 봉안당,부부단,30년 사용료.관리비,삼척시 직영,592000
봉안시설,220,삼척시 추모공원 봉안당,개인단,무연고5년 사용료.관리비,삼척시 직영,168000
봉안시설,221,서귀포추모공원,기타,사용료,최초신청 시 15년(도내),50000
봉안시설,222,서귀포추모공원,기타,사용료,최초신청 시 15년(도외),100000
봉안시설,223,서대문구추모의집,개인단,개인단-일반주민,최초 15년,200000
봉안시설,224,서대문구추모의집,개인단,개인단-일반주민,연장 5년,100000
봉안시설,225,서대문구추모의집,개인단,부부단-일반주민,개인단의 2배(연장시 동일),400000
봉안시설,226,서대문구추모의집,기타,"기초생활수급자, 국가유공자",일반주민의 50% 경감(연장시 동일),100000
봉안시설,227,서대문구추모의집,기타,관리비 ,5년단위 선납징수,150000
봉안시설,228,서산시 희망공원(봉안시설),기타,사용료(유연유골),최초신청시 15년 계약기간,30000
봉안시설,229,서산시 희망공원(봉안시설),기타,관리비(유연유골),최초신청시 15년 계약기간,20000
봉안시설,230,서산시 희망공원(봉안시설),기타,사용료(무연유골),최초신청시 15년 계약기간,30000
봉안시설,231,서산시 희망공원(봉안시설),기타,관리비(무연유골),최초신청시 15년 계약기간,10000
봉안시설,232,(재)서호추모공원,개인단,"1-1. 골드단 1단, 8단 개인단",영구분양,1500000
봉안시설,233,(재)서호추모공원,부부단,"1-1. 골드단 1단, 8단 부부단",영구분양,3000000
봉안시설,234,(재)서호추모공원,개인단,1-2. 골드단 2단 개인단,영구분양,2500000
봉안시설,235,(재)서호추모공원,부부단,1-2. 골드단 2단 부부단,영구분양,5000000
봉안시설,236,(재)서호추모공원,개인단,1-3. 골드단 3단 개인단,영구분양,3500000
봉안시설,237,(재)서호추모공원,부부단,1-3. 골드단 3단 부부단,영구분양,7000000
봉안시설,238,(재)서호추모공원,개인단,1-4. 골드단 4단 개인단,영구분양,4500000
봉안시설,239,(재)서호추모공원,부부단,1-4. 골드단 4단 부부단,영구분양,9000000
봉안시설,240,(재)서호추모공원,개인단,1-5. 골드단 5단 개인단,영구분양,6000000
봉안시설,241,(재)서호추모공원,부부단,1-5. 골드단 5단 부부단,영구분양,12000000
봉안시설,242,(재)서호추모공원,개인단,1-6. 골드단 6단 개인단,영구분양,5000000
봉안시설,243,(재)서호추모공원,부부단,1-6. 골드단 6단 부부단,영구분양,10000000
봉안시설,244,(재)서호추모공원,개인단,1-7. 골드단 7단 개인단,영구분양,2900000
봉안시설,245,(재)서호추모공원,부부단,1-7. 골드단 7단 부부단,영구분양,5800000
봉안시설,246,(재)서호추모공원,기타,수목장(부부목),영구분양,8000000
봉안시설,247,(재)서호추모공원,기타,수목장(가족목),영구분양,12000000
봉안시설,248,(재)서호추모공원,기타,잔디장(개인),영구분양,2000000
봉안시설,249,(재)서호추모공원,기타,잔디장(부부),영구분양,4000000
봉안시설,250,석문공설묘지(가족봉안묘),기타,사용료 및 괸리비,최초 신청시 15년 (관내),3399000
봉안시설,251,성산읍공설봉안당,기타,"1봉안실(관내(20,000.관외 50,000)",안치료,20000
봉안시설,252,속초시추모의집,개인단,봉안당이용료,개인단(관내),200000
봉안시설,253,속초시추모의집,개인단,봉안당이용료,개인단(관외),600000
봉안시설,254,속초시추모의집,부부단,봉안당이용료,부부단(관내),300000
봉안시설,255,속초시추모의집,부부단,봉안당이용료,부부단(관외),900000
봉안시설,256,속초시추모의집,개인단,봉안당이용료,개인단 기초생활수급자(관내),100000
봉안시설,257,속초시추모의집,개인단,봉안당이용료,개인단 기초생활수급자(관외),480000
봉안시설,258,속초시추모의집,개인단,봉안당이용료,개인단 국가유공자(관내),100000
봉안시설,259,속초시추모의집,개인단,봉안당이용료,개인단 국가유공자(관외),480000
봉안시설,260,속초시추모의집,부부단,봉안당이용료,부부단 기초생활수급자(관내),150000
봉안시설,261,속초시추모의집,부부단,봉안당이용료,부부단 기초생활수급자(관외),720000
봉안시설,262,속초시추모의집,부부단,봉안당이용료,부부단 국가유공자(관내),150000
봉안시설,263,속초시추모의집,부부단,봉안당이용료,부부단 국가유공자(관외),720000
봉안시설,264,솔뫼공설묘지(가족봉안묘),기타,가족봉안묘,사용료:228만원 관리비:148만3천원 잔디값:19만원,5436000
봉안시설,265,수원시연화장 추모의집,개인단,관내,고인이 수원에 주민등록을 두고 1년이상 거주,800000
봉안시설,266,수원시연화장 추모의집,개인단,관외,고인의 직계가족이 수원에 주민등록을 두고 1년이상 거주,1300000
봉안시설,267,수원시연화장 추모의집,부부단,관내,고인이 수원에 주민등록을 두고 1년이상 거주,1100000
봉안시설,268,수원시연화장 추모의집,부부단,관외,고인의 직계가족이 수원에 주민등록을 두고 1년이상 거주,1800000
봉안시설,269,춘천안식공원(안식의집),개인단,개인,"사용료(24만원)+관리비(46,800원)+위패비(1만원)",311800
봉안시설,270,춘천안식공원(안식의집),부부단,부부,"사용료(48만원)+관리비(84,200원)+위패비(1만원/1위당)",614200
봉안시설,271,신세계공원묘원,기타,묘지사용료,평당가,550000
봉안시설,272,신세계공원묘원,기타,관리비,평당가(년),9000
봉안시설,273,쌍용사 봉안당,개인단,지장전내 영구보관,,2000000
봉안시설,274,쌍용사 봉안당,개인단,지장전내 영구보관,,3000000
봉안시설,275,쌍용사 봉안당,개인단,지장전내 영구보관,,4000000
봉안시설,276,쌍용사 봉안당,개인단,지장전내 영구보관,,5000000
봉안시설,277,쌍용사 봉안당,개인단,추모관내 영구보관,,3000000
봉안시설,278,쌍용사 봉안당,개인단,추모관내 영구보관,,4000000
봉안시설,279,쌍용사 봉안당,개인단,추모관내 영구보관,,5000000
봉안시설,280,안동하늘공원,기타,봉안시설 (유연고),개인당 관내,300000
봉안시설,281,안동하늘공원,기타,봉안시설 (유연고),개인당 관외,900000
봉안시설,282,안동하늘공원,기타,봉안시설 (유연고),부부단 관내,500000
봉안시설,283,안동하늘공원,기타,봉안시설 (유연고),부부단 관외,1500000
봉안시설,284,안동하늘공원,기타,봉안시설 (무연고),관내 ,70000
봉안시설,285,안동하늘공원,기타,봉안시설 (무연고),관외,210000
봉안시설,286,진주안락공원 추모당,기타,사용료및관리비,최초 신청시 15년(관내),200000
봉안시설,287,진주안락공원 추모당,기타,사용료및관리비,최초 신청시 15년(관외),1000000
봉안시설,288,남해추모누리 안락원,개인단,사용료,사용자격:남해군민 사용기간:30년 1회연장가능,160000
봉안시설,289,남해추모누리 안락원,개인단,관리비,사용자격:남해군민 관리기간:30년 1회연장가능,300000
봉안시설,290,남해추모누리 안락원,개인단,사용료,사용자격:타지역민 사용기간:30년 1회연장가능,480000
봉안시설,291,남해추모누리 안락원,개인단,관리비,사용자격:타지역민 관리기간:30년 1회연장가능,900000
봉안시설,292,안향정,개인단,일반,"30년 ,1회 연장 가능",268700
봉안시설,293,양구군공설봉안담,개인단,"봉안담(개인, 관내인)","개인1기당(15년), 연장(15년x2회)",547840
봉안시설,294,양구군공설봉안담,개인단,"봉안담(개인, 관외인)","개인1기당(15년), 연장(15년x2회)",912480
봉안시설,295,양구군공설봉안담,개인단,"봉안담(개인, 관리비)","최초관리비15년, (년7,000원x15년)",105000
봉안시설,296,양구군공설봉안담,개인단,"봉안담(개인, 연장관리비)","연장관리비15년, (년7,000원x15년)",105000
봉안시설,297,양구군공설봉안담,부부단,"봉안담(부부, 관내인)","부부1기당(15년), 연장(15년x2회)",824460
봉안시설,298,양구군공설봉안담,부부단,"봉안담(부부, 관외인)","부부1기당(15년), 연장(15년x2회)",1374110
봉안시설,299,양구군공설봉안담,부부단,"봉안담(부부, 관리비)","최초관리비15년, (년10,000원x15년)",150000
봉안시설,300,양구군공설봉안담,부부단,"봉안담(부부, 연장관리비)","연장관리비15년, (년10,000원x15년)",105000
봉안시설,301,양구군공설봉안담,부부단,"봉안담(가족, 법인, 단체등, 관내인)","부부1기당(15년), 연장(15년x3회)",783230
봉안시설,302,양구군공설봉안담,부부단,"봉안담(가족, 법인, 단체등, 관외인)","부부1기당(15년), 연장(15년x3회)",1305400
봉안시설,303,양구군공설봉안담,기타,"봉안담(가족, 법인, 단체등, 관리비)","최초관리비15년, (년10,000원x15년)",150000
봉안시설,304,양구군공설봉안담,기타,"봉안담(가족, 법인, 단체등, 연장관리비)","연장관리비15년, (년10,000원x15년)",150000
봉안시설,305,양양군봉안당,개인단," 사용료,관리비", 개인(관내),240000
봉안시설,306,양양군봉안당,개인단," 사용료,관리비", 개인(관외) ,400000
봉안시설,307,양양군봉안당,부부단," 사용료,관리비", 부부(관내),480000
봉안시설,308,양양군봉안당,부부단," 사용료,관리비", 부부(관외),800000
봉안시설,309,양지공원제1추모의집,기타,사용료,최초신청시 15년(관내요금),100000
봉안시설,310,양지공원제1추모의집,기타,사용료,최초신청시 15년(관외요금),200000
봉안시설,311,양지공원제2추모의집,기타,사용료,최초신청시 15년(관내요금),100000
봉안시설,312,양지공원제2추모의집,기타,사용료,최초신청시 15년(관외요금),200000
봉안시설,313,어성정,개인단,일반,"30년, 1회 연장 가능",509200
봉안시설,314,에덴추모공원,개인단,A관 ,개인10단,1200000
봉안시설,315,에덴추모공원,개인단,A관,개인9단,1800000
봉안시설,316,에덴추모공원,개인단,A관,개인8단,2200000
봉안시설,317,에덴추모공원,개인단,A관,"개인1,7단",2500000
봉안시설,318,에덴추모공원,개인단,A관,개인6단,3000000
봉안시설,319,에덴추모공원,개인단,A관,"개인4,5단",3500000
봉안시설,320,에덴추모공원,개인단,A관,개인3단,3200000
봉안시설,321,에덴추모공원,개인단,A관,개인2단,2700000
봉안시설,322,에덴추모공원,부부단,A관,부부10단,2900000
봉안시설,323,에덴추모공원,부부단,A관,부부9단,3200000
봉안시설,324,에덴추모공원,부부단,A관,부부8단,4000000
봉안시설,325,에덴추모공원,부부단,A관,"부부1,7단",4500000
봉안시설,326,에덴추모공원,부부단,A관,부부6단,5400000
봉안시설,327,에덴추모공원,부부단,A관,"부부4,5단",6500000
봉안시설,328,에덴추모공원,부부단,A관,부부3단,6000000
봉안시설,329,에덴추모공원,부부단,A관,부부2단,5000000
봉안시설,330,에덴추모공원,개인단,B관,개인10단,1800000
봉안시설,331,에덴추모공원,개인단,B관,개인9단,2000000
봉안시설,332,에덴추모공원,개인단,B관,개인8단,2500000
봉안시설,333,에덴추모공원,개인단,B관,개인7단,3000000
봉안시설,334,에덴추모공원,개인단,B관,개인6단,3500000
봉안시설,335,에덴추모공원,개인단,B관,개인5단,4500000
봉안시설,336,에덴추모공원,개인단,B관,개인4단,4000000
봉안시설,337,에덴추모공원,개인단,B관,개인3단,3800000
봉안시설,338,에덴추모공원,개인단,B관,개인2단,3200000
봉안시설,339,에덴추모공원,개인단,B관,개인1단,2800000
봉안시설,340,에덴추모공원,부부단,B관,부부10단,3300000
봉안시설,341,에덴추모공원,부부단,B관,부부9단,3600000
봉안시설,342,에덴추모공원,부부단,B관,부부8단,4500000
봉안시설,343,에덴추모공원,부부단,B관,부부7단,5500000
봉안시설,344,에덴추모공원,부부단,B관,부부6단,6500000
봉안시설,345,에덴추모공원,부부단,B관,부부5단,8000000
봉안시설,346,에덴추모공원,부부단,B관,부부4단,7500000
봉안시설,347,에덴추모공원,부부단,B관,부부3단,7000000
